Player,No,Pos,Ht,Wt,Age,College,GP,GS,Team,player_id
Demar Dotson,78,ROT,6-9,315,35,Southeastern Illinois JC; Southern Mississippi,8,8,10,1091
Jeff Driskel,9,QB,6-4,233,27,Florida; Louisiana Tech,3,1,10,1092
Noah Fant,87,TE,6-5,241,23,Iowa,15,14,10,1093
Royce Freeman,28,RB,6-0,238,24,Oregon,16,0,10,1094
Troy Fumagalli,84,TE,6-6,248,25,Wisconsin,8,0,10,1095
Graham Glasgow,61,ROG,6-6,309,28,Michigan,13,13,10,1096
Melvin Gordon,25,RB,6-1,215,27,Wisconsin,15,10,10,1097
Nate Hairston,49,LCB,6-0,195,26,Temple,3,0,10,1098
DaeSean Hamilton,17,WR,6-1,205,25,Penn State,16,2,10,1099
K.J. Hamler,13,WR,5-9,176,21,Penn State,14,4,10,1100
Davontae Harris,27,RCB-LCB,5-11,200,25,Illinois State,7,1,10,1101
Shelby Harris,96,LDE,6-2,290,29,Wisconsin; Illinois State,11,11,10,1102
Kendall Hinton,2,QB,6-0,195,23,Wake Forest,1,0,10,1103
Alijah Holder,33,SS,6-2,188,24,Stanford,8,0,10,1104
Kareem Jackson,22,SS,5-10,191,32,Alabama,16,16,10,1105
Timmy Jernigan,77,DE,6-2,297,28,Florida State,2,0,10,1106
Jerry Jeudy,10,WR,6-1,192,21,Alabama,16,14,10,1107
Josey Jewell,47,RILB,6-2,236,26,Iowa,16,16,10,1108
A.J. Johnson,45,LILB,6-2,255,29,Tennessee,16,16,10,1109
Dre'Mont Jones,93,RDE-LDE,6-3,286,23,Ohio State,13,8,10,1110
Joe Jones,43,RILB-LILB,6-0,231,26,Northwestern,14,0,10,1111
Phillip Lindsay,30,RB,5-8,190,26,Colorado,11,8,10,1112
Drew Lock,3,QB,6-4,225,24,Missouri,13,13,10,1113
P.J. Locke,37,SS,5-11,210,23,Texas,15,0,10,1114
Trey Marshall,36,FS,6-0,207,24,Florida State,12,0,10,1115
Sam Martin,6,P,6-1,210,30,Appalachian State,16,0,10,1116
Brandon McManus,8,K,6-3,201,29,Temple,15,0,10,1117
Patrick Morris,50,C,6-3,300,25,Texas Christian,1,0,10,1118
Parnell Motley,42,RCB,6-0,184,23,Oklahoma,2,1,10,1119
Netane Muti,52,ROG,6-3,307,21,Fresno State,4,1,10,1120
Michael Ojemudia,23,LCB-RCB,6-1,200,23,Iowa,16,11,10,1121
Albert Okwuegbunam,85,TE,6-5,255,22,Missouri,4,0,10,1122
Will Parks,27,FS,6-1,194,26,Arizona,4,0,10,1123
Tim Patrick,81,WR,6-4,212,27,Grossmont JC; Utah,15,15,10,1124
Mike Purcell,98,NT,6-3,303,29,Wyoming,6,6,10,1125
Malik Reed,59,SLB-WLB,6-2,235,24,Nevada-Reno,16,13,10,1126
Dalton Risner,66,LOG,6-5,308,25,Kansas State,16,16,10,1127
Jake Rodgers,69,ROT,6-6,320,29,Washington State; Eastern Washington,5,0,10,1128
Taylor Russolino,1,K,6-0,170,31,Millsaps,1,0,10,1129
Brett Rypien,4,QB,6-2,202,24,Boise State,3,1,10,1130
Austin Schlottmann,71,ROG-LOG-C,6-7,300,25,Texas Christian,16,2,10,1131
Justin Simmons,31,FS,6-2,202,27,Boston College,16,16,10,1132
Diontae Spencer,11,WR,5-8,163,28,McNeese State,11,0,10,1133
Courtland Sutton,14,WR,6-4,216,25,Southern Methodist,1,1,10,1134
Kevin Toliver,26,RCB,6-2,192,25,Louisiana State,2,0,10,1135
Derrek Tuszka,48,WLB,6-5,246,23,North Dakota State,9,0,10,1136
Nick Vannett,88,TE,6-6,260,27,Ohio State,15,11,10,1137
DeMarcus Walker,57,LDE-RDE,6-4,280,26,Florida State,13,4,10,1138
Josh Watson,54,LILB,6-2,240,24,Colorado State,9,0,10,1139
Elijah Wilkinson,68,ROT,6-6,329,25,Massachusetts,9,7,10,1140
DeShawn Williams,90,NT-RDE-LDE,6-1,295,28,Clemson,14,10,10,1141
Sylvester Williams,73,RDE,6-2,315,32,Coffeyville CC; North Carolina,8,0,10,1142
Jonathan Allen,93,RDT,6-3,292,25,Alabama,16,16,33,1143
Kyle Allen,8,QB,6-3,210,24,Texas A&M Houston,4,4,33,1144
Ryan Anderson,52,RDE,6-2,253,26,Alabama,9,0,33,1145
Troy Apke,30,FS,6-1,200,25,Penn State,16,7,33,1146
Jeff Badet,84,WR,5-11,182,26,Kentucky; Oklahoma,3,0,33,1147
Peyton Barber,34,RB,5-11,225,26,Auburn,16,2,33,1148
Marcus Baugh,85,TE,6-5,250,26,Ohio State,9,1,33,1149
Jon Bostic,53,MLB,6-1,245,29,Florida,16,15,33,1150
Tony Brown,12,WR,6-1,195,23,Texas Tech; Colorado,1,0,33,1151
Saahdiq Charles,77,LOG,6-4,295,21,Louisiana State,1,1,33,1152
Geron Christian,74,LOT,6-5,302,24,Louisville,6,6,33,1153
Landon Collins,26,SS,6-0,220,26,Alabama,7,7,33,1154
Kamren Curl,31,SS-FS,6-2,198,21,Arkansas,16,11,33,1155
Ronald Darby,23,RCB-LCB,5-11,193,26,Florida State,16,16,33,1156
Thomas Davis,58,LOLB,6-0,235,37,Georgia,7,0,33,1157
Deshazor Everett,22,FS-SS,6-0,195,28,Texas A&M,11,7,33,1158
Robert Foster,19,WR,6-2,196,26,Alabama,4,2,33,1159
Kendall Fuller,29,LCB-RCB,5-11,197,25,Virginia Tech,14,14,33,1160
Antonio Gandy-Golden,10,WR,6-4,220,22,Liberty,6,2,33,1161
Joshua Garnett,63,OG,6-5,313,26,Stanford,3,0,33,1162
Antonio Gibson,24,RB,6-2,220,22,East Central CC; Memphis,14,10,33,1163
Shaun Dion Hamilton,51,LOLB-ROLB-MLB,6-0,235,25,Alabama,14,3,33,1164
Dwayne Haskins,7,QB,6-3,220,23,Ohio State,7,6,33,1165
Taylor Heinicke,4,QB,6-1,210,27,Old Dominion,1,0,33,1166
Temarrick Hemingway,88,TE,6-5,246,27,South Carolina State,8,0,33,1167
Cole Holcomb,55,LOLB-MLB,6-1,235,24,North Carolina,11,10,33,1168
Dustin Hopkins,3,K,6-2,203,30,Florida State,16,0,33,1169
Khaleke Hudson,47,ROLB-LOLB,6-0,220,23,Michigan,16,2,33,1170
Dontrelle Inman,80,WR,6-3,205,31,Virginia,10,2,33,1171
Matt Ioannidis,98,RDT,6-3,306,26,Temple,3,0,33,1172
Keith Ismael,60,C,6-3,310,22,San Diego State,8,0,33,1173
Danny Johnson,32,LCB,5-10,194,25,Southern University,14,0,33,1174
Mychal Kendricks,48,MLB,6-0,240,30,California,1,0,33,1175
Ryan Kerrigan,91,LDE,6-4,259,32,Purdue,16,1,33,1176
Jordan Kunaszyk,40,ROLB-LOLB,6-3,235,24,American River JC; California,6,0,33,1177
Devaroe Lawrence,92,LDT,6-2,295,28,Georgia Military JC; Auburn,1,0,33,1178
Javon Leake,38,RB,6-0,205,22,Maryland,1,0,33,1179
Cornelius Lucas,78,LOT-ROT,6-9,329,29,Kansas State,14,8,33,1180
Cole Luke,46,FS,5-11,200,25,Notre Dame,5,0,33,1181
Wes Martin,67,LOG-ROG,6-3,316,24,Indiana,16,5,33,1182
J.D. McKissic,41,RB,5-10,192,27,Arkansas State,16,7,33,1183
Terry McLaurin,17,WR,6-1,205,24,Ohio State,15,15,33,1184
Fabian Moreau,25,RCB,6-0,199,26,UCLA,16,1,33,1185
Jimmy Moreland,20,LCB,5-11,175,25,James Madison,16,5,33,1186
Morgan Moses,76,ROT-LOT,6-6,331,29,VIrginia,16,16,33,1187
Jared Norris,50,MLB,6-1,239,27,Utah,12,0,33,1188
Nate Orchard,59,LDE,6-4,255,27,Utah,3,0,33,1189
Da'Ron Payne,95,LDT,6-3,319,23,Alabama,16,16,33,1190
Kevin Pierre-Louis,54,ROLB,6-0,233,29,Boston College,13,11,33,1191
Jeremy Reaves,39,FS-SS,5-11,205,24,South Alabama,9,3,33,1192
Chase Roullier,73,C,6-4,313,27,Wyoming,16,16,33,1193
Brandon Scherff,75,ROG,6-5,319,29,Iowa,13,13,33,1194
Wes Schweitzer,61,LOG-ROG,6-5,314,27,San Jose State,16,13,33,1195
Tim Settle,97,RDT-LDT,6-3,328,23,Virginia Tech,16,1,33,1196
David Sharpe,72,ROT-LOT,6-6,343,25,Florida,11,2,33,1197
Cam Sims,89,WR,6-5,214,24,Alabama,16,10,33,1198
Steven Sims,15,WR,5-10,190,23,Kansas,12,2,33,1199
Alex Smith,11,QB,6-4,215,36,Utah,8,6,33,1200
James Smith-Williams,96,LDT-RDE,6-3,265,23,North Carolina State,14,0,33,1201
Jeremy Sprinkle,87,TE,6-5,252,26,Arkansas,16,6,33,1202
Dave Steinmetz,66,OT,6-8,321,25,Rhode Island; Purdue,1,0,33,1203
Greg Stroman,37,RCB,5-11,180,24,Virginia Tech,4,0,33,1204
Nick Sundberg,57,LONG,6-0,250,33,California,16,0,33,1205
Montez Sweat,90,RDE,6-6,245,24,Michigan State; Copiah-Lincoln CC; Mississippi State,16,16,33,1206
Logan Thomas,82,TE,6-6,250,29,Virginia Tech,16,15,33,1207
Casey Toohill,95,RDE,6-4,247,24,Stanford,8,0,33,1208
Michael Warren,40,RB,5-11,222,22,Cincinnati,1,0,33,1209
Tress Way,5,P,6-1,215,30,Oklahoma,16,0,33,1210
Isaiah Wright,73,WR,6-2,220,23,Temple,14,6,33,1211
Chase Young,99,RDE-LDE,6-5,265,21,Ohio State,15,15,33,1212
Alex Bachman,80,WR,6-0,190,24,Wake Forest,1,0,24,1213
Corey Ballentine,25,RCB-LCB,6-0,204,24,Washburn,9,2,24,1214
Saquon Barkley,26,RB,6-0,223,23,Penn State,14,14,24,1215
C.J. Board,18,WR,6-2,181,27,Tennessee-Chattanooga,14,4,24,1216
James Bradberry,24,LCB,6-1,211,27,Arkansas State; Samford,15,15,24,1217
Cam Brown,47,SLB-OLB,6-5,233,22,Penn State,15,0,24,1218
T.J. Brunson,35,WLB,6-1,230,23,South Carolina,5,0,24,1219
Lorenzo Carter,59,SLB,6-6,242,25,Georgia,5,5,24,1220
Sean Chandler,36,S,5-10,200,24,Temple,3,0,24,1221
Adrian Colbert,34,SS-FS,6-2,205,27,Texas; Miami (Florida),6,2,24,1222
Carter Coughlin,49,SLB,6-4,245,23,Minnesota,15,2,24,1223
Tae Crowder,48,WLB-MLB,6-3,235,23,Georgia,10,6,24,1224
Riley Dixon,9,P,6-4,223,27,Syracuse,16,0,24,1225
Devante Downs,52,WLB,6-3,252,25,California,16,8,24,1226
Nate Ebner,34,SS,6-0,215,32,Ohio State,16,0,24,1227
Evan Engram,88,TE,6-3,240,26,Mississippi,16,14,24,1228
Kyler Fackrell,51,OLB,6-5,245,29,Utah State,12,9,24,1229
Cameron Fleming,75,ROT,6-6,321,28,Stanford,16,16,24,1230
Devonta Freeman,31,RB,5-8,205,28,Florida State,5,4,24,1231
Wayne Gallman,22,RB,6-0,213,26,Clemson,15,10,24,1232
Graham Gano,5,K,6-2,202,33,Florida State,16,0,24,1233
Nick Gates,65,C,6-5,312,25,Nebraska,16,16,24,1234
Markus Golden,44,SLB,6-3,260,29,Hutchinson CC; Missouri,7,1,24,1235
Madre Harper,45,RCB,6-2,190,23,Oklahoma State; Southern Illinois,9,0,24,1236
Trent Harris,93,SLB-OLB,6-2,255,25,Miami (Florida),4,2,24,1237
Montre Hartage,36,CB-S,6-0,190,23,Northwestern,2,0,24,1238
Will Hernandez,71,LOG,6-2,335,25,Texas-El Paso,13,7,24,1239
B.J. Hill,95,DT,6-3,303,24,North Carolina State,16,0,24,1240
Darnay Holmes,30,LCB-RCB,5-10,198,22,UCLA,12,5,24,1241
Johnny Holton,80,WR,6-1,189,30,DuPage JC; Cincinnati,1,0,24,1242
Austin Johnson,98,NT,6-4,314,26,Penn State,16,0,24,1243
Daniel Jones,8,QB,6-5,220,23,Duke,14,14,24,1244
Casey Kreiter,59,LONG,6-1,250,30,Iowa,16,0,24,1245
Niko Lalos,57,OLB,6-5,270,23,Dartmouth,6,0,24,1246
Dexter Lawrence,97,DE,6-4,342,23,Clemson,16,15,24,1247
Shane Lemieux,66,LOG-ROG,6-4,316,23,Oregon,12,9,24,1248
Dion Lewis,33,RB,5-8,195,30,Pittsburgh,16,0,24,1249
Ryan Lewis,37,RCB,6-0,185,26,Pittsburgh,5,3,24,1250
Julian Love,30,FS,5-11,193,22,Notre Dame,16,6,24,1251
Austin Mack,81,WR,6-2,205,23,Ohio State,11,1,24,1252
Blake Martinez,54,MLB,6-2,237,26,Stanford,16,16,24,1253
David Mayo,55,WLB-SLB-MLB,6-2,244,27,Santa Monica JC; Texas State,11,2,24,1254
Colt McCoy,12,QB,6-1,214,34,Texas,4,2,24,1255
Xavier McKinney,29,LCB-RCB-SS,6-1,200,21,Alabama,6,4,24,1256
Alfred Morris,41,RB,5-10,222,32,Florida Atlantic,9,0,24,1257
Matt Peart,74,LOT-ROT,6-7,303,23,Connecticut,11,1,24,1258
Elijhaa Penny,39,FB,6-1,234,27,Sequoias JC; Cerritos JC; Idaho,14,0,24,1259
Jabrill Peppers,21,SS,5-11,213,25,Michigan,15,14,24,1260
Dante Pettis,13,WR,6-1,195,25,Washington,2,0,24,1261
Damion Ratley,19,WR,6-2,200,25,Blinn JC; Texas A&M,5,0,24,1262
Logan Ryan,23,FS,5-11,195,29,Rutgers,16,15,24,1263
Jabaal Sheard,91,SLB-OLB,6-3,260,31,Pittsburgh,9,3,24,1264
Sterling Shepard,87,WR,5-10,199,26,Oklahoma,12,12,24,1265
Chad Slade,62,ROG,6-5,315,28,Auburn,1,0,24,1266
Darius Slayton,86,WR,6-2,190,23,Auburn,16,15,24,1267
Kaden Smith,82,TE,6-5,252,23,Stanford,15,12,24,1268
Golden Tate,15,WR,5-10,199,32,Notre Dame,12,4,24,1269
Andrew Thomas,78,LOT,6-5,320,21,Georgia,16,15,24,1270
Levine Toilolo,85,TE,6-8,265,29,Stanford,16,2,24,1271
Dalvin Tomlinson,94,NT,6-3,317,26,Alabama,16,16,24,1272
Eric Tomlinson,83,TE,6-6,263,28,Texas-El Paso,1,0,24,1273
Joe Webb,19,QB,6-4,233,34,Alabama-Birmingham,2,0,24,1274
Brandon Williams,28,RCB-LCB,6-0,200,28,Oklahoma; Texas A&M,6,0,24,1275
Jarren Williams,38,CB,5-10,187,23,St. Francis (Pennsylvania); Albany,2,0,24,1276
Leonard Williams,94,DT,6-5,302,26,Southern California,16,12,24,1277
Oshane Ximines,53,OLB,6-4,255,24,Old Dominion,4,3,24,1278
Isaac Yiadom,27,RCB,6-1,190,24,Boston College,16,10,24,1279
Kevin Zeitler,70,ROG,6-4,315,30,Wisconsin,16,16,24,1280
Bradlee Anae,56,LDE,6-3,265,22,Utah,7,0,9,1281
Eli Ankou,95,RDT-LDT,6-3,316,26,UCLA,7,0,9,1282
Dorance Armstrong,92,LDE-RDE-SLB,6-4,255,23,Kansas,16,2,9,1283
Chidobe Awuzie,24,LCB,6-0,202,25,Colorado,8,6,9,1284
Blake Bell,80,TE,6-6,252,29,Oklahoma,16,2,9,1285
Francis Bernard,44,MLB,6-1,235,25,Brigham Young; Utah,13,0,9,1286
Tyler Biadasz,63,C,6-4,316,22,Wisconsin,12,4,9,1287
Anthony Brown,30,LCB-RCB,5-11,196,27,Purdue,10,8,9,1288
Noah Brown,85,WR,6-2,225,23,Ohio State,16,1,9,1289
Deante Burton,33,LCB,6-2,205,26,Kansas State,4,0,9,1290
Brandon Carr,39,FS-LCB,6-0,208,34,Grand Valley State,3,0,9,1291
Ron'Dell Carter,97,LDE,6-3,269,23,Rutgers; James Madison,3,0,9,1292
Amari Cooper,19,WR,6-1,210,26,Alabama,16,15,9,1293
Tyrone Crawford,98,RDT-RDE-LDT,6-4,290,31,Bakersfield CC; Boise State,16,3,9,1294
Andy Dalton,14,QB,6-2,218,33,Texas Christian,11,10,9,1295
Trevon Diggs,27,RCB-LCB,6-2,207,23,Alabama,12,11,9,1296
Ben DiNucci,7,QB,6-3,210,24,Pittsburgh; James Madison,3,1,9,1297
Rico Dowdle,34,RB,6-0,215,22,South Carolina,15,0,9,1298
Ezekiel Elliott,21,RB,6-0,228,25,Ohio State,15,15,9,1299
Cameron Erving,75,LOT,6-5,313,28,Florida State,6,5,9,1300
Neville Gallimore,96,LDT-RDT,6-2,304,23,Oklahoma,14,9,9,1301
Michael Gallup,13,WR,6-1,205,24,Butler CC; Colorado State,16,15,9,1302
Luke Gifford,57,MLB-WLB,6-3,245,25,Nebraska,8,0,9,1303
Garrett Gilbert,3,QB,6-4,230,29,Texas; Southern Methodist,1,1,9,1304
C.J. Goodwin,29,LCB-RCB,6-3,190,30,Bethany; Fairmont State; California (Pennsylvania),16,0,9,1305
Randy Gregory,94,RDE,6-5,251,28,Arizona Western JC; Nebraska,10,0,9,1306
Everson Griffen,97,RDE-LDE,6-3,273,33,Southern California,7,0,9,1307
Justin Hamilton,79,LDT-RDT,6-2,315,27,Louisiana-Lafayette,10,2,9,1308
Marcus Henry,62,C,6-2,303,27,Boise State,1,0,9,1309
Trysten Hill,72,RDT-LDT,6-2,315,22,Central Florida,5,5,9,1310
Blake Jarwin,89,TE,6-5,260,26,Oklahoma State,1,1,9,1311
Chris Jones,6,P,6-0,204,31,Carson-Newman,8,0,9,1312
Brandon Knight,69,LOT-ROG-ROT,6-4,310,23,Indiana,13,9,9,1313
L.P. LaDouceur,91,LONG,6-4,255,39,California,16,0,9,1314
CeeDee Lamb,88,WR,6-2,198,21,Oklahoma,16,14,9,1315
DeMarcus Lawrence,90,LDE,6-3,265,28,Butler CC; Boise State,16,15,9,1316
Sean Lee,50,MLB,6-2,242,34,Penn State,9,2,9,1317
Jourdan Lewis,26,NB,5-10,195,25,Michigan,15,14,9,1318
Joe Looney,73,C,6-3,315,30,Wake Forest,13,12,9,1319
Justin March-Lillard,53,WLB,5-11,225,27,Akron,12,0,9,1320
Zack Martin,70,ROG-ROT,6-4,314,30,Notre Dame,10,10,9,1321
Connor McGovern,66,ROG-LOG,6-5,308,23,Penn State,15,8,9,1322
Sean McKeon,84,TE,6-5,246,23,Michigan,14,1,9,1323
Hunter Niswander,1,P,6-5,230,26,Northwestern,8,0,9,1324
Sewo Olonilua,45,FB,6-3,240,23,Texas Christian,2,0,9,1325
Walter Palmore,93,DT,6-4,320,24,Coffeyville CC; Eastern Arizona JC; Missouri,1,0,9,1326
Steven Parker,40,RCB-FS,6-1,204,25,Oklahoma,8,0,9,1327
Dontari Poe,95,LDT-RDT,6-3,346,30,Memphis,7,7,9,1328
Tony Pollard,20,RB,6-0,208,23,Memphis,16,14,9,1329
Dak Prescott,4,QB,6-4,237,27,Mississippi State,5,5,9,1330
Adam Redmond,51,C,6-6,300,27,Harvard,4,0,9,1331
Rashard Robinson,28,RCB,6-2,177,25,Louisiana State,4,3,9,1332
Reggie Robinson,41,FS,6-1,197,23,Tulsa,5,0,9,1333
Dalton Schultz,86,TE,6-5,260,24,Stanford,16,14,9,1334
Greg Senat,64,LOT-ROT,6-6,305,26,Wagner,10,0,9,1335
Aldon Smith,58,RDE,6-4,263,31,Missouri,16,16,9,1336
Eric Smith,67,OT,6-4,304,25,Virginia,1,0,9,1337
Jaylon Smith,54,WLB,6-2,245,25,Notre Dame,16,6,9,1338
Saivion Smith,32,LCB-RCB,6-1,1999,23,Louisiana State; Mississippi Gulf Coast CC; Alabama,6,1,9,1339
Tyron Smith,77,LOT,6-5,320,30,Southern California,2,2,9,1340
Terence Steele,78,ROT,6-6,310,23,Texas Tech,16,14,9,1341
Joe Thomas,48,MLB-WLB,6-1,228,29,South Carolina State,15,5,9,1342
Darian Thompson,23,SS,6-2,211,27,Boise State,15,7,9,1343
Malik Turner,17,WR,6-3,205,24,Illinois,6,0,9,1344
Leighton Vander Esch,55,MLB,6-4,255,23,Boise State,9,9,9,1345
Chris Westry,31,CB,6-4,197,23,Kentucky,2,0,9,1346
Connor Williams,52,LOG,6-5,310,23,Texas,16,16,9,1347
Ced Wilson,11,WR,6-2,195,25,Coffeyville CC; Boise State,16,1,9,1348
Donovan Wilson,37,SS,6-1,207,23,Texas A&M,14,10,9,1349
Antwaun Woods,99,RDT-LDT,6-1,315,27,Southern California,14,7,9,1350
Xavier Woods,25,FS,5-11,203,25,Louisiana Tech,15,15,9,1351
Daryl Worley,28,LCB-RCB,6-1,205,25,West Virginia,7,4,9,1352
Greg Zuerlein,2,K,6-0,193,33,Nebraska-Omaha; Missouri Western State,16,0,9,1353
J.J. Arcega-Whiteside,19,WR,6-3,225,24,Stanford,8,0,26,1354
Grayland Arnold,37,FS,5-10,190,23,Baylor,6,1,26,1355
Genard Avery,58,RDE-LDE,6-1,230,25,Memphis,11,0,26,1356
Joe Bachie,59,LOLB-ROLB,6-2,231,22,Michigan State,4,0,26,1357
Derek Barnett,96,LDE,6-3,259,24,Tennessee,13,10,26,1358
Shaun Bradley,54,MLB,6-1,230,23,Temple,15,0,26,1359
Jamon Brown,66,ROG,6-4,329,27,Louisville,2,1,26,1360
Deontay Burnett,16,WR,6-0,186,23,Southern California,2,0,26,1361
Hakeem Butler,89,TE,6-6,225,24,Iowa State,2,0,26,1362
Corey Clement,30,RB,5-10,220,26,Wisconsin,15,0,26,1363
Blake Countess,33,FS,5-10,187,27,Michigan; Auburn,2,0,26,1364
Fletcher Cox,91,RDT,6-4,310,30,Mississippi State,15,15,26,1365
Jason Croom,81,TE,6-5,246,26,Tennessee,4,0,26,1366
Vinny Curry,75,LDE-RDE,6-3,279,32,Marshall,11,3,26,1367
Jack Driscoll,63,ROT-LOT,6-5,296,23,Massachusetts; Auburn,11,4,26,1368
T.J. Edwards,57,MLB,6-1,242,24,Wisconsin,12,12,26,1369
Jake Elliott,4,K,5-9,167,25,Memphis,16,0,26,1370
Marcus Epps,22,SS-FS,6-0,197,24,Wyoming,14,5,26,1371
Zach Ertz,86,TE,6-5,249,30,Stanford,11,11,26,1372
Rudy Ford,36,SS-FS,6-0,204,26,Auburn,8,1,26,1373
Travis Fulgham,13,WR,6-3,215,25,Old Dominion,13,8,26,1374
Nate Gerry,47,LOLB-MLB,6-2,222,25,Nebraska,7,7,26,1375
Dallas Goedert,88,TE,6-5,256,25,South Dakota State,11,9,26,1376
Brandon Graham,55,RDE,6-2,265,32,Michigan,16,16,26,1377
Javon Hargrave,93,LDT-RDT,6-2,305,27,South Carolina State,15,11,26,1378
Nate Herbig,67,ROG-LOG,6-4,334,26,Stanford,15,12,26,1379
John Hightower,82,WR,6-2,172,24,HInds CC; Boise State,13,4,26,1380
Elijah Holyfield,33,RB,5-10,215,23,Georgia,1,0,26,1381
Jameson Houston,46,RCB,5-11,200,24,Baylor,3,0,26,1382
Jordan Howard,28,RB,6-0,226,26,Alabama-Birmingham; Indiana,2,1,26,1383
Jason Huntley,32,RB,5-9,175,22,New Mexico State,5,0,26,1384
Jalen Hurts,2,QB,6-2,223,22,Alabama; Oklahoma,15,4,26,1385
DeSean Jackson,10,WR,5-10,175,34,California,4,4,26,1386
Malik Jackson,97,LDT,6-4,291,30,Southern California; Tennessee,15,6,26,1387
Michael Jacquet,38,RCB-LCB,6-2,201,23,Louisiana-Lafayette,7,2,26,1388
Craig James,39,LCB,5-10,187,24,Minnesota; Southern Illinois,4,0,26,1389
Alshon Jeffery,17,WR,6-3,217,30,South Carolina,7,2,26,1390
Lane Johnson,65,ROT,6-6,316,30,Kilgore JC; Oklahoma,7,7,26,1391
Cameron Johnston,1,P,5-11,194,28,Ohio State,16,0,26,1392
Luke Juriga,74,C,6-4,298,23,Western Michigan,13,0,26,1393
Jason Kelce,62,C,6-3,295,33,Cincinnati,16,16,26,1394
Adrian Killins,46,RB,5-8,164,22,Central Florida,1,0,26,1395
Cre'von LeBlanc,34,RCB,5-10,191,26,Florida Atlantic,9,1,26,1396
Rick Lovato,45,LONG,6-2,249,28,Old Dominion,16,0,26,1397
Avonte Maddox,29,LCB,5-9,184,24,Pittsburgh,10,8,26,1398
Jordan Mailata,68,LOT-ROT,6-8,346,23,none,15,10,26,1399
T.Y. McGill,76,LDT,6-0,299,28,North Carolina State,7,0,26,1400
Rodney McLeod,23,FS,5-10,195,30,Virginia,13,13,26,1401
Jalen Mills,21,SS-RCB,6-0,191,26,Louisiana State,15,15,26,1402
Sua Opeta,78,LOG-ROG,6-4,305,24,Weber State,8,2,26,1403
Joe Ostman,95,RDE,6-3,259,25,Central Michigan,3,0,26,1404
Will Parks,28,LCB-FS,6-1,194,26,Arizona,6,3,26,1405
Jason Peters,71,LOT-ROG,6-4,333,38,Arkansas,8,8,26,1406
Ross Pierschbacher,66,LOG-ROG,6-4,309,25,Alabama,3,0,26,1407
Matt Pryor,69,LOG-ROG-ROT-LOT,6-7,332,26,Texas Christian,15,10,26,1408
Jalen Reagor,18,WR,5-11,195,21,Texas Christian,11,11,26,1409
Hassan Ridgeway,98,RDT,6-3,313,26,Texas,7,0,26,1410
Duke Riley,50,ROLB,6-1,230,26,Louisiana State,13,8,26,1411
Elijah Riley,48,SS,6-0,205,22,Army,6,0,26,1412
Nickell Robey-Coleman,31,LCB-SS,5-8,170,28,Southern California,15,7,26,1413
Richard Rodgers,85,TE,6-4,257,28,California,14,4,26,1414
Miles Sanders,26,RB,5-11,215,23,Penn State,12,11,26,1415
Boston Scott,35,RB,5-6,203,25,Louisiana Tech,16,4,26,1416
Isaac Seumalo,73,LOG,6-4,303,27,Oregon State,9,9,26,1417
Kevon Seymour,41,LCB,6-0,185,27,Southern California,2,0,26,1418
Alex Singleton,49,LOLB,6-2,235,27,Montana State,16,11,26,1419
Darius Slay,24,RCB-LCB,6-0,190,29,Itawamba CC; Mississippi State,15,14,26,1420
Rashad Smith,53,SLB,6-1,220,23,Florida Atlantic,2,0,26,1421
Nate Sudfeld,7,QB,6-6,227,27,Indiana,1,0,26,1422
Josh Sweat,94,LDE,6-5,251,23,Florida State,14,3,26,1423
Davion Taylor,52,ROLB-LOLB,6-2,225,22,Coahoma CC; Colorado,14,1,26,1424
Casey Toohill,56,RDE,6-4,247,24,Stanford,1,0,26,1425
Brett Toth,64,ROT-LOT,6-6,291,24,Army,6,1,26,1426
K'Von Wallace,42,FS-SS-LCB,5-11,206,23,Clemson,16,3,26,1427
Prince Tega Wanogho,72,OT,6-7,305,23,Auburn,1,0,26,1428
Greg Ward,84,WR,5-11,192,25,Houston,16,10,26,1429
Quez Watkins,80,WR,6-2,190,22,Southern Mississippi,6,0,26,1430
Carson Wentz,11,QB,6-5,237,28,North Dakota State,12,12,26,1431
Raequan Williams,61,RDT,6-4,303,23,Michigan State,6,0,26,1432
Trevor Williams,41,RCB,5-11,191,27,Penn State,2,0,26,1433
Caleb Wilson,83,TE,6-4,235,26,UCLA,5,0,26,1434
Davante Adams,17,WR,6-1,215,28,Fresno State,14,14,12,1435
Montravius Adams,90,LDE-NT,6-4,304,25,Auburn,8,0,12,1436
Jaire Alexander,23,LCB,5-10,196,23,Louisville,15,15,12,1437
Adrian Amos,31,SS,6-0,216,27,Penn State,16,16,12,1438
Tavon Austin,16,WR,5-8,177,29,West Virginia,4,0,12,1439
David Bakhtiari,69,LOT,6-4,309,29,Colorado,12,12,12,1440
Krys Barnes,51,RILB-LILB,6-1,235,22,UCLA,13,10,12,1441
Reggie Begelton,84,WR,6-2,204,27,Lamar,1,0,12,1442
Henry Black,41,FS-SS,6-0,206,23,Baylor,8,0,12,1443
Tim Boyle,8,QB,6-4,232,26,Connecticut; Eastern Kentucky,8,0,12,1444
Ben Braden,64,LOG-ROG,6-6,329,26,Michigan,4,0,12,1445
Hunter Bradley,43,LONG,6-3,241,26,Mississippi State,16,0,12,1446
James Burgess,57,LILB,6-0,230,26,Louisville,4,0,12,1447
Oren Burks,42,RILB-LILB,6-3,233,25,Vanderbilt,16,0,12,1448
