Player,No,Pos,Ht,Wt,Age,College,GP,GS,Team,Round,Overall,player_id
Byron Pringle,13.0,WR,6-2,205,28.0,Butler CC; Kansas State,17.0,5.0,16,,,961
Jarran Reed,90.0,LDT-RDT,6-3,308,29.0,East Mississippi CC; Alabama,17.0,17.0,16,,,962
Mike Remmers,75.0,ROT-LOT,6-5,308,32.0,Oregon State,4.0,2.0,16,,,963
Demarcus Robinson,11.0,WR,6-1,203,27.0,Florida,17.0,10.0,16,,,964
Christian Rozeboom,46.0,LB,6-2,230,24.0,South Dakota State,1.0,0.0,16,,,965
Khalen Saunders,99.0,RDT,6-2,310,25.0,Western Illinois,7.0,0.0,16,,,966
Trey Smith,65.0,ROG,6-6,330,22.0,Tennessee,17.0,17.0,16,,,967
L'Jarius Sneed,38.0,RCB,6-1,193,24.0,Louisiana Tech,15.0,15.0,16,,,968
Daniel Sorensen,49.0,FS,6-2,208,31.0,Brigham Young,17.0,7.0,16,,,969
Juan Thornhill,22.0,FS,6-0,210,26.0,Virginia,17.0,12.0,16,,,970
Joe Thuney,62.0,LOG,6-5,306,29.0,North Carolina State,17.0,17.0,16,,,971
Johnny Townsend,8.0,P,6-1,210,26.0,Florida,1.0,0.0,16,,,972
Tommy Townsend,5.0,P,6-2,176,25.0,Tennessee; Florida,16.0,0.0,16,,,973
Prince Tega Wanogho,70.0,LOT,6-7,305,24.0,Auburn,1.0,0.0,16,,,974
Charvarius Ward,35.0,LCB,6-1,198,25.0,Hinds CC; Middle Tennessee State,13.0,12.0,16,,,975
Armani Watts,23.0,SS,5-11,205,25.0,Texas A&M,16.0,0.0,16,,,976
Tershawn Wharton,98.0,RDT-LDT,6-4,255,23.0,Missouri S&T,17.0,1.0,16,,,977
Darrel Williams,31.0,RB,5-11,224,26.0,Louisiana State,17.0,7.0,16,,,978
James Winchester,41.0,LONG,6-3,240,32.0,Oklahoma,17.0,0.0,16,,,979
Andrew Wylie,77.0,ROT-ROG,6-6,309,27.0,Eastern Michigan,13.0,7.0,16,,,980
Johnathan Abram,24.0,SS,6-0,215,25.0,Georgia; Jones County JC; Mississippi State,14.0,14.0,17,,,981
Damon Arnette,20.0,RCB,6-0,195,25.0,Ohio State,4.0,0.0,17,,,982
Marcell Ateman,88.0,WR,6-4,216,27.0,Oklahoma State,1.0,0.0,17,,,983
Peyton Barber,31.0,RB,5-11,225,27.0,Auburn,10.0,1.0,17,,,984
Jackson Barton,78.0,LOT-ROT,6-7,308,26.0,Utah,2.0,0.0,17,,,985
Nick Bowers,82.0,TE,6-4,260,25.0,Penn State,5.0,0.0,17,,,986
Matt Bushman,84.0,TE,6-5,240,26.0,Brigham Young,2.0,0.0,17,,,987
Daniel Carlson,2.0,K,6-5,213,26.0,Auburn,17.0,0.0,17,,,988
Derek Carr,4.0,QB,6-3,215,30.0,Fresno State,17.0,17.0,17,,,989
Derek Carrier,85.0,TE,6-4,244,31.0,Beloit,5.0,1.0,17,,,990
Ha Ha Clinton-Dix,26.0,S,6-1,208,29.0,Alabama,2.0,0.0,17,,,991
A.J. Cole,6.0,P,6-4,220,26.0,North Carolina State,17.0,0.0,17,,,992
Will Compton,57.0,SLB,6-1,235,32.0,Nebraska,2.0,0.0,17,,,993
Lester Cotton,67.0,OG,6-4,335,25.0,Alabama,3.0,0.0,17,,,994
Maxx Crosby,98.0,RDE,6-5,247,24.0,Eastern Michigan,17.0,17.0,17,,,995
Divine Deablo,5.0,WLB-SLB-MLB,6-3,226,23.0,Virginia Tech,17.0,5.0,17,,,996
Kenyan Drake,23.0,RB,6-1,213,27.0,Alabama,12.0,2.0,17,,,997
Bryan Edwards,89.0,WR,6-3,215,23.0,South Carolina,16.0,12.0,17,,,998
Jermaine Eluemunor,72.0,ROG,6-4,336,27.0,Lackawanna JC; Texas A&M,14.0,3.0,17,,,999
Brandon Facyson,35.0,LCB-RCB,6-2,197,27.0,Virginia Tech,12.0,9.0,17,,,1000
Clelin Ferrell,99.0,RDE,6-4,265,24.0,Clemson,16.0,0.0,17,,,1001
Kavon Frazier,43.0,SS,6-0,220,28.0,Central Michigan,1.0,0.0,17,,,1002
Tyree Gillespie,37.0,SS-FS,6-0,210,23.0,Missouri,8.0,0.0,17,,,1003
Denzelle Good,71.0,ROG,6-5,345,30.0,North Carolina State; Mars Hill,1.0,1.0,17,,,1004
Johnathan Hankins,90.0,NT,6-2,322,29.0,Ohio State,14.0,14.0,17,,,1005
Casey Hayward,29.0,RCB-LCB,5-11,192,32.0,Vanderbilt,17.0,17.0,17,,,1006
Daniel Helm,86.0,TE,6-4,251,26.0,Duke,9.0,1.0,17,,,1007
Nate Hobbs,39.0,LCB,6-0,195,22.0,Illinois,16.0,9.0,17,,,1008
Alec Ingold,45.0,RB,6-1,240,25.0,Wisconsin,9.0,3.0,17,,,1009
DeSean Jackson,1.0,WR,5-10,175,35.0,California,9.0,4.0,17,,,1010
Josh Jacobs,28.0,RB,5-10,216,23.0,Alabama,15.0,14.0,17,,,1011
Andre James,68.0,C,6-4,300,24.0,UCLA,17.0,17.0,17,,,1012
Quinton Jefferson,77.0,DT,6-4,291,27.0,Maryland,17.0,17.0,17,,,1013
Tyron Johnson,17.0,WR,6-1,193,25.0,Louisiana State; Oklahoma State,5.0,0.0,17,,,1014
Zay Jones,7.0,WR,6-2,200,26.0,East Carolina,17.0,9.0,17,,,1015
Malcolm Koonce,51.0,LDE,6-3,250,23.0,Buffalo,5.0,0.0,17,,,1016
Nick Kwiatkoski,44.0,MLB,6-2,240,28.0,West Virginia,8.0,0.0,17,,,1017
Alex Leatherwood,70.0,ROG-ROT,6-6,312,22.0,Alabama,17.0,17.0,17,,,1018
Dallin Leavitt,32.0,FS-SS,5-10,203,27.0,Brigham Young; Utah State,17.0,1.0,17,,,1019
Marquel Lee,55.0,SLB,6-3,235,26.0,Wake Forest,11.0,0.0,17,,,1020
Cory Littleton,42.0,WLB,6-3,227,28.0,Washington,17.0,13.0,17,,,1021
Marcus Mariota,8.0,QB,6-4,222,28.0,Oregon,10.0,0.0,17,,,1022
Nick Martin,66.0,C,6-4,295,28.0,Notre Dame,17.0,0.0,17,,,1023
Gerald McCoy,93.0,DT,6-4,299,33.0,Oklahoma,1.0,0.0,17,,,1024
Kolton Miller,74.0,LOT,6-8,309,26.0,UCLA,17.0,17.0,17,,,1025
Tre'von Moehrig,25.0,FS,6-2,202,22.0,Texas Christian,17.0,17.0,17,,,1026
Foster Moreau,87.0,TE,6-6,256,24.0,Louisiana State,17.0,11.0,17,,,1027
Trayvon Mullen,27.0,LCB,6-1,195,24.0,Clemson,5.0,5.0,17,,,1028
Carl Nassib,94.0,LDE,6-7,275,28.0,Penn State,13.0,0.0,17,,,1029
Yannick Ngakoue,91.0,LDE,6-2,246,26.0,Maryland,17.0,17.0,17,,,1030
Keisean Nixon,22.0,LCB,5-10,200,24.0,Arizona Western JC; South Carolina,11.0,1.0,17,,,1031
Patrick Onwuasor,48.0,WLB,6-0,224,29.0,Arizona; Portland State,6.0,0.0,17,,,1032
Brandon Parker,75.0,ROT-LOT,6-8,305,26.0,North Carolina A&T State,17.0,13.0,17,,,1033
Denzel Perryman,52.0,MLB,5-11,240,28.0,Miami (Florida),15.0,15.0,17,,,1034
Nathan Peterman,3.0,QB,6-2,225,27.0,Tennessee; Pittsburgh,1.0,0.0,17,,,1035
Darius Philon,96.0,NT,6-1,300,27.0,Arkansas,11.0,2.0,17,,,1036
Trey Ragas,36.0,RB,5-10,230,25.0,Louisiana-Lafayette,1.0,0.0,17,,,1037
Hunter Renfrow,13.0,WR,5-10,183,26.0,Clemson,17.0,9.0,17,,,1038
Jalen Richard,30.0,RB,5-8,205,28.0,Southern Mississippi,10.0,0.0,17,,,1039
Amik Robertson,21.0,LCB-RCB,5-9,183,23.0,Louisiana Tech,10.0,2.0,17,,,1040
Henry Ruggs,11.0,WR,6-0,190,22.0,Alabama,7.0,7.0,17,,,1041
Trent Sieg,47.0,LONG,6-3,240,26.0,Colorado State,17.0,0.0,17,,,1042
Jordan Simmons,60.0,LOG,6-4,339,27.0,Southern California,5.0,0.0,17,,,1043
John Simpson,76.0,LOG,6-4,320,24.0,Clemson,17.0,17.0,17,,,1044
Sutton Smith,41.0,FB,6-1,237,25.0,Northern Illinois,8.0,0.0,17,,,1045
Willie Snead,17.0,WR,5-11,197,29.0,Ball State,7.0,0.0,17,,,1046
Damion Square,97.0,NT,6-2,293,32.0,Alabama,8.0,1.0,17,,,1047
Dillon Stoner,16.0,WR,6-0,200,23.0,Oklahoma State,6.0,0.0,17,,,1048
Roderic Teamer,33.0,SS-FS,5-11,187,24.0,Tulane,10.0,2.0,17,,,1049
Solomon Thomas,92.0,DT,6-3,280,26.0,Stanford,17.0,0.0,17,,,1050
Carson Tinker,46.0,LONG,6-0,245,32.0,Alabama,1.0,0.0,17,,,1051
Desmond Trufant,10.0,RCB,6-0,190,31.0,Washington,8.0,1.0,17,,,1052
Kendal Vickers,95.0,DT,6-3,295,26.0,Tennessee,1.0,0.0,17,,,1053
Darren Waller,83.0,TE,6-6,252,29.0,Georgia Tech,11.0,11.0,17,,,1054
Javin White,53.0,MLB,6-3,205,24.0,Nevada-Las Vegas,1.0,0.0,17,,,1055
Kyle Wilber,58.0,SLB,6-4,245,32.0,Wake Forest,2.0,0.0,17,,,1056
K.J. Wright,34.0,SLB,6-4,246,32.0,Mississippi State,17.0,8.0,17,,,1057
Oday Aboushi,76.0,ROG,6-5,311,30.0,Virginia,5.0,5.0,18,,,1058
Nasir Adderley,24.0,FS,6-0,200,24.0,Delaware,15.0,15.0,18,,,1059
Keenan Allen,13.0,WR,6-2,211,29.0,California,16.0,16.0,18,,,1060
Stephen Anderson,82.0,TE,6-3,232,28.0,California,17.0,4.0,18,,,1061
Michael Bandy,83.0,WR,5-10,190,24.0,San Diego,1.0,0.0,18,,,1062
Eric Banks,80.0,NT,6-5,230,23.0,Texas-San Antonio,3.0,0.0,18,,,1063
Essang Bassey,39.0,LCB,5-10,190,23.0,Wake Forest,1.0,0.0,18,,,1064
Joey Bosa,97.0,LOLB,6-5,280,26.0,Ohio State,16.0,16.0,18,,,1065
Darius Bradwell,34.0,RB,6-0,235,24.0,Tulane,2.0,0.0,18,,,1066
Andrew Brown,90.0,DT,6-3,296,26.0,Virginia,2.0,0.0,18,,,1067
Bryan Bulaga,75.0,ROT,6-5,314,32.0,Iowa,1.0,1.0,18,,,1068
Tevaughn Campbell,20.0,RCB,6-0,185,28.0,Regina,16.0,7.0,18,,,1069
Cole Christiansen,50.0,LB,6-2,225,24.0,Army,3.0,0.0,18,,,1070
Jared Cook,87.0,TE,6-5,251,34.0,South Carolina,16.0,10.0,18,,,1071
Christian Covington,95.0,RDE-LDE-NT,6-2,305,28.0,Rice,16.0,3.0,18,,,1072
Chase Daniel,4.0,QB,6-0,225,35.0,Missouri,1.0,0.0,18,,,1073
Michael Davis,43.0,LCB,6-2,195,26.0,Brigham Young,14.0,14.0,18,,,1074
Ben DeLuca,46.0,FS,6-1,215,23.0,North Carolina-Charlotte,3.0,0.0,18,,,1075
Emeke Egbule,51.0,LOLB,6-4,240,25.0,Houston,2.0,0.0,18,,,1076
Austin Ekeler,30.0,RB,5-10,200,26.0,Western Colorado,16.0,16.0,18,,,1077
Kyler Fackrell,52.0,RDE-ROLB,6-5,245,30.0,Utah State,12.0,1.0,18,,,1078
Breiden Fehoko,96.0,NT,6-2,291,25.0,Texas Tech; Louisiana State,8.0,1.0,18,,,1079
Matt Feiler,71.0,LOG,6-6,330,29.0,Bloomsburg,16.0,16.0,18,,,1080
Maurice Ffrench,80.0,WR,5-11,200,23.0,Pittsburgh,3.0,0.0,18,,,1081
Joe Gaziano,92.0,LDE-RDE,6-4,275,25.0,Northwestern,15.0,1.0,18,,,1082
Alohi Gilman,32.0,SS,5-10,202,24.0,Navy; Notre Dame,11.0,3.0,18,,,1083
Jalen Guyton,15.0,WR,6-1,202,24.0,Trinity Valley CC; North Texas,16.0,2.0,18,,,1084
Kemon Hall,37.0,LCB,5-11,190,24.0,Itawamba CC; North Texas,16.0,0.0,18,,,1085
Chris Harris,25.0,RCB-LCB-FS,5-10,199,32.0,Kansas,14.0,11.0,18,,,1086
Davontae Harris,28.0,LCB-RCB,5-11,200,26.0,Illinois State,5.0,1.0,18,,,1087
Justin Herbert,10.0,QB,6-6,237,23.0,Oregon,17.0,17.0,18,,,1088
K.J. Hill,84.0,WR,6-0,195,24.0,Ohio State,6.0,0.0,18,,,1089
Dustin Hopkins,6.0,K,6-2,203,31.0,Florida State,11.0,0.0,18,,,1090
Justin Jackson,22.0,RB,6-0,199,25.0,Northwestern,14.0,2.0,18,,,1091
Brenden Jaimes,64.0,LOG,6-6,300,22.0,Nebraska,10.0,0.0,18,,,1092
Derwin James,3.0,SS,6-2,215,25.0,Florida State,15.0,15.0,18,,,1093
Justin Jones,93.0,RDE,6-3,209,25.0,North Carolina State,11.0,11.0,18,,,1094
Linval Joseph,98.0,NT,6-4,329,33.0,East Carolina,14.0,12.0,18,,,1095
Hunter Kampmoyer,47.0,TE,6-4,240,23.0,Oregon,1.0,0.0,18,,,1096
Senio Kelemete,68.0,LOG-ROG-TE,6-3,300,31.0,Washington,9.0,2.0,18,,,1097
Joshua Kelley,27.0,RB,5-11,219,24.0,UC Davis; UCLA,10.0,0.0,18,,,1098
Corey Linsley,63.0,C,6-3,301,30.0,Ohio State,16.0,16.0,18,,,1099
Ty Long,1.0,P,6-2,205,28.0,Alabama-Birmingham,17.0,0.0,18,,,1100
Trey Marshall,36.0,SS-FS,6-0,207,25.0,Florida State,16.0,0.0,18,,,1101
Tre' McKitty,88.0,TE,6-5,245,22.0,Florida State; Georgia,11.0,4.0,18,,,1102
Forrest Merrill,91.0,DT,6-0,322,25.0,Missouri State; Northeastern Oklahoma A&M JC; Arkansas State,4.0,0.0,18,,,1103
Jason Moore,11.0,WR,6-2,213,26.0,Findlay,1.0,1.0,18,,,1104
Kenneth Murray,9.0,LILB-LOLB,6-2,243,23.0,Oklahoma,11.0,6.0,18,,,1105
Gabe Nabers,40.0,RB,6-3,235,24.0,Florida State,10.0,0.0,18,,,1106
Nick Niemann,31.0,LILB-RILB,6-4,220,24.0,Iowa,17.0,0.0,18,,,1107
Storm Norton,74.0,ROT,6-7,317,27.0,Toledo,17.0,15.0,18,,,1108
Uchenna Nwosu,42.0,ROLB,6-2,251,25.0,Southern California,17.0,15.0,18,,,1109
Amen Ogbongbemiga,57.0,LILB,6-1,235,23.0,Oklahoma State,15.0,2.0,18,,,1110
Matt Overton,54.0,LONG,6-1,243,36.0,Diablo Valley JC; Western Washington,17.0,0.0,18,,,1111
Josh Palmer,5.0,WR,6-2,210,22.0,Tennessee,17.0,5.0,18,,,1112
Donald Parham,89.0,TE,6-8,237,24.0,Stetson,14.0,6.0,18,,,1113
Trey Pipkins,79.0,LOT-ROT,6-7,307,25.0,Sioux Falls,14.0,2.0,18,,,1114
Scott Quessenberry,61.0,C,6-4,310,26.0,UCLA,16.0,1.0,18,,,1115
Andre Roberts,7.0,WR,5-11,194,33.0,The Citadel,10.0,0.0,18,,,1116
Larry Rountree,35.0,RB,5-10,210,23.0,Missouri,12.0,0.0,18,,,1117
Chris Rumph,94.0,LOLB,6-4,235,23.0,Duke,12.0,0.0,18,,,1118
Asante Samuel,26.0,RCB-LCB,5-10,180,22.0,Florida State,12.0,12.0,18,,,1119
Michael Schofield,72.0,ROG-ROT,6-6,301,31.0,Michigan,15.0,12.0,18,,,1120
Rashawn Slater,70.0,LOT,6-4,305,22.0,Northwestern,16.0,16.0,18,,,1121
Ryan Smith,23.0,LCB-RCB,5-11,189,28.0,North Carolina Central,4.0,1.0,18,,,1122
Kiondre Thomas,38.0,CB,6-0,186,23.0,Minnesota; Kansas State,4.0,0.0,18,,,1123
Jerry Tillery,99.0,LDE,6-7,305,25.0,Notre Dame,16.0,15.0,18,,,1124
Drue Tranquill,49.0,LILB-RILB,6-2,235,26.0,Notre Dame,15.0,7.0,18,,,1125
Tristan Vizcaino,16.0,K,6-2,205,25.0,Washington,6.0,0.0,18,,,1126
Mark Webb,29.0,FS,6-1,200,23.0,Georgia,7.0,0.0,18,,,1127
Kyzir White,44.0,RILB,6-2,218,25.0,Lackawanna JC; West Virginia,17.0,17.0,18,,,1128
Mike Williams,81.0,WR,6-4,220,27.0,Clemson,16.0,14.0,18,,,1129
McTelvin Agim,95.0,RDE,6-3,300,24.0,Arkansas,7.0,0.0,10,,,1130
Calvin Anderson,76.0,LOT,6-5,300,25.0,Rice; Texas,11.0,3.0,10,,,1131
Quinn Bailey,75.0,OT,6-6,323,26.0,Arizona State,4.0,0.0,10,,,1132
Essang Bassey,34.0,LCB,5-10,190,23.0,Wake Forest,1.0,0.0,10,,,1133
Andrew Beck,83.0,TE,6-3,255,25.0,Texas,12.0,0.0,10,,,1134
Jacob Bobenmoyer,46.0,LONG,6-2,236,24.0,Northern Colorado,17.0,0.0,10,,,1135
Garett Bolles,72.0,LOT,6-5,297,29.0,Snow JC; Utah,14.0,14.0,10,,,1136
Mike Boone,26.0,RB,5-10,205,26.0,Cincinnati,8.0,0.0,10,,,1137
Teddy Bridgewater,5.0,QB,6-2,213,29.0,Louisville,14.0,14.0,10,,,1138
John Brown,17.0,WR,5-11,179,31.0,Mars Hill; Coffeyville CC; Pittsburg State,2.0,0.0,10,,,1139
Baron Browning,56.0,LILB,6-3,249,22.0,Ohio State,15.0,9.0,10,,,1140
Bryce Callahan,29.0,RCB,5-9,185,30.0,Rice,11.0,6.0,10,,,1141
Bradley Chubb,55.0,SLB-WLB,6-4,275,25.0,North Carolina State,7.0,7.0,10,,,1142
Tyrie Cleveland,16.0,WR,6-2,205,24.0,Florida,7.0,0.0,10,,,1143
Jonathon Cooper,53.0,SLB-WLB,6-4,257,23.0,Ohio State,16.0,5.0,10,,,1144
Damarea Crockett,28.0,RB,5-10,225,24.0,Missouri,12.0,0.0,10,,,1145
Lloyd Cushenberry,79.0,C,6-4,315,24.0,Louisiana State,16.0,16.0,10,,,1146
Ronald Darby,21.0,RCB,5-11,193,27.0,Florida State,11.0,11.0,10,,,1147
Noah Fant,87.0,TE,6-5,241,24.0,Iowa,16.0,16.0,10,,,1148
Rojesterman Farris,30.0,DB,6-1,180,24.0,Hawaii,1.0,0.0,10,,,1149
Cameron Fleming,73.0,ROT,6-6,321,29.0,Stanford,5.0,4.0,10,,,1150
Mike Ford,12.0,RCB,6-0,194,26.0,Southeast Missouri State,13.0,0.0,10,,,1151
Travis Fulgham,17.0,WR,6-3,215,26.0,Old Dominion,1.0,0.0,10,,,1152
Kyle Fuller,23.0,LCB,5-11,191,29.0,Virginia Tech,16.0,10.0,10,,,1153
Graham Glasgow,61.0,ROG,6-6,309,29.0,Michigan,7.0,7.0,10,,,1154
Melvin Gordon,25.0,RB,6-1,215,28.0,Wisconsin,16.0,16.0,10,,,1155
Jonas Griffith,50.0,RILB,6-4,250,24.0,Indiana State,13.0,4.0,10,,,1156
Nate Hairston,27.0,RCB-LCB,6-0,195,27.0,Temple,16.0,1.0,10,,,1157
K.J. Hamler,1.0,WR,5-9,176,22.0,Penn State,3.0,2.0,10,,,1158
Jonathan Harris,92.0,RDE,6-5,290,25.0,Lindenwood,3.0,0.0,10,,,1159
Shelby Harris,96.0,RDE,6-2,290,30.0,Wisconsin; Illinois State,16.0,16.0,10,,,1160
Kendall Hinton,9.0,WR,6-0,195,24.0,Wake Forest,16.0,1.0,10,,,1161
Kareem Jackson,22.0,SS,5-10,191,33.0,Alabama,15.0,15.0,10,,,1162
Jerry Jeudy,10.0,WR,6-1,192,22.0,Alabama,10.0,5.0,10,,,1163
Josey Jewell,47.0,RILB,6-2,236,27.0,Iowa,2.0,2.0,10,,,1164
A.J. Johnson,45.0,LILB,6-2,255,30.0,Tennessee,6.0,6.0,10,,,1165
Jamar Johnson,49.0,SS-FS,6-1,197,22.0,Indiana,3.0,0.0,10,,,1166
Dre'Mont Jones,93.0,LDE,6-3,286,24.0,Ohio State,16.0,7.0,10,,,1167
Micah Kiser,43.0,LILB-RILB,6-0,244,26.0,Virginia,10.0,2.0,10,,,1168
Drew Lock,3.0,QB,6-4,225,25.0,Missouri,5.0,3.0,10,,,1169
P.J. Locke,37.0,SS,5-11,210,24.0,Texas,16.0,0.0,10,,,1170
Sam Martin,6.0,P,6-1,210,31.0,Appalachian State,17.0,0.0,10,,,1171
Bobby Massie,70.0,ROT,6-6,316,32.0,Mississippi,14.0,14.0,10,,,1172
Brandon McManus,8.0,K,6-3,201,30.0,Temple,17.0,0.0,10,,,1173
Quinn Meinerz,77.0,ROG-LOG-C,6-3,320,23.0,Wisconsin-Whitewater,15.0,9.0,10,,,1174
Von Miller,58.0,SLB,6-3,250,32.0,Texas A&M,7.0,7.0,10,,,1175
Andre Mintze,48.0,SLB,6-3,249,23.0,Vanderbilt,6.0,0.0,10,,,1176
David Moore,89.0,WR,6-0,217,26.0,East Central,2.0,0.0,10,,,1177
Netane Muti,52.0,ROG-LOG,6-3,307,22.0,Fresno State,15.0,2.0,10,,,1178
Michael Ojemudia,13.0,LCB,6-1,200,24.0,Iowa,2.0,1.0,10,,,1179
Albert Okwuegbunam,85.0,TE,6-5,255,23.0,Missouri,14.0,6.0,10,,,1180
Aaron Patrick,94.0,SLB-WLB,6-4,245,29.0,Eastern Kentucky,12.0,1.0,10,,,1181
Tim Patrick,81.0,WR,6-4,212,28.0,Grossmont JC; Utah,16.0,16.0,10,,,1182
Mike Purcell,98.0,NT,6-3,303,30.0,Wyoming,14.0,9.0,10,,,1183
Malik Reed,59.0,WLB,6-2,235,25.0,Nevada-Reno,14.0,13.0,10,,,1184
Dalton Risner,66.0,LOG,6-5,308,26.0,Kansas State,15.0,15.0,10,,,1185
Curtis Robinson,42.0,ILB,6-3,235,23.0,Stanford,2.0,0.0,10,,,1186
Brett Rypien,4.0,QB,6-2,202,25.0,Boise State,1.0,0.0,10,,,1187
Eric Saubert,82.0,TE,6-5,253,27.0,Drake,17.0,4.0,10,,,1188
Austin Schlottmann,71.0,C,6-7,300,26.0,Texas Christian,10.0,1.0,10,,,1189
Justin Simmons,31.0,FS,6-2,202,28.0,Boston College,17.0,17.0,10,,,1190
Diontae Spencer,11.0,WR,5-8,163,29.0,McNeese State,15.0,0.0,10,,,1191
Marquiss Spencer,51.0,DE,6-4,300,24.0,Mississippi State,1.0,0.0,10,,,1192
Shamar Stephen,99.0,LDE,6-5,310,30.0,Connecticut,17.0,0.0,10,,,1193
Caden Sterns,30.0,SS-FS,6-1,207,22.0,Texas,16.0,1.0,10,,,1194
Justin Strnad,40.0,RILB-LILB,6-3,235,25.0,Wake Forest,16.0,6.0,10,,,1195
Pat Surtain,2.0,LCB-RCB,6-2,202,21.0,Alabama,16.0,15.0,10,,,1196
Courtland Sutton,14.0,WR,6-4,216,26.0,Southern Methodist,17.0,16.0,10,,,1197
Pita Taumoepenu,57.0,OLB,6-1,245,27.0,Utah,2.0,0.0,10,,,1198
Barrington Wade,54.0,RILB-SLB,6-1,210,23.0,Iowa,4.0,0.0,10,,,1199
Stephen Weatherly,91.0,WLB-SLB,6-5,265,27.0,Vanderbilt,9.0,1.0,10,,,1200
DeShawn Williams,90.0,NT-LDE,6-1,295,29.0,Clemson,15.0,8.0,10,,,1201
Javonte Williams,33.0,RB,5-10,220,21.0,North Carolina,17.0,1.0,10,,,1202
Seth Williams,19.0,WR,6-3,211,21.0,Auburn,2.0,1.0,10,,,1203
Kenny Young,41.0,RILB,6-1,235,27.0,UCLA,6.0,6.0,10,,,1204
Bradlee Anae,56.0,LDE,6-3,265,23.0,Utah,4.0,0.0,9,,,1205
